"NAVDate","NAVPrice","NAVCurrency","AUMSize","AUMCurrency"
"06 déc. 2018","62,5100","EUR","412,1941M","EUR"
"05 déc. 2018","64,7800","EUR","427,1663M","EUR"
"04 déc. 2018","65,5900","EUR","432,5024M","EUR"
"03 déc. 2018","65,9900","EUR","435,0217M","EUR"
"30 nov. 2018","65,4400","EUR","431,4046M","EUR"
"29 nov. 2018","65,5500","EUR","432,0780M","EUR"
"28 nov. 2018","65,3600","EUR","430,9339M","EUR"
"27 nov. 2018","65,2400","EUR","430,1189M","EUR"
"26 nov. 2018","65,4700","EUR","431,5698M","EUR"
"23 nov. 2018","64,6100","EUR","425,9722M","EUR"
"22 nov. 2018","64,5400","EUR","425,4889M","EUR"
"21 nov. 2018","65,0000","EUR","428,7390M","EUR"
"20 nov. 2018","64,2300","EUR","423,6840M","EUR"
"19 nov. 2018","65,0300","EUR","428,9715M","EUR"
"16 nov. 2018","65,5300","EUR","432,2674M","EUR"
"15 nov. 2018","65,6000","EUR","432,6305M","EUR"
"14 nov. 2018","65,8500","EUR","434,2824M","EUR"
"13 nov. 2018","66,0800","EUR","435,7975M","EUR"
"12 nov. 2018","65,7700","EUR","433,7960M","EUR"
"09 nov. 2018","66,4300","EUR","438,1009M","EUR"
"08 nov. 2018","66,5700","EUR","439,4408M","EUR"
"07 nov. 2018","66,5200","EUR","439,3972M","EUR"
"06 nov. 2018","65,8800","EUR","435,2261M","EUR"
"05 nov. 2018","66,0300","EUR","436,2641M","EUR"
"02 nov. 2018","66,0700","EUR","436,4194M","EUR"
"31 oct. 2018","65,8500","EUR","435,1255M","EUR"
"30 oct. 2018","64,7900","EUR","428,1010M","EUR"
"29 oct. 2018","64,9200","EUR","428,9236M","EUR"
"26 oct. 2018","64,5200","EUR","426,3110M","EUR"
"25 oct. 2018","65,1600","EUR","430,5139M","EUR"
"24 oct. 2018","64,7400","EUR","427,9041M","EUR"
"23 oct. 2018","64,9200","EUR","429,0830M","EUR"
"22 oct. 2018","65,9700","EUR","435,9933M","EUR"
"19 oct. 2018","66,2500","EUR","437,8601M","EUR"
"18 oct. 2018","66,6800","EUR","440,7416M","EUR"
"17 oct. 2018","67,0500","EUR","442,9658M","EUR"
"16 oct. 2018","67,2700","EUR","444,4207M","EUR"
"15 oct. 2018","66,1800","EUR","437,3643M","EUR"
"12 oct. 2018","66,0800","EUR","436,7326M","EUR"
"11 oct. 2018","66,1700","EUR","437,3628M","EUR"
"10 oct. 2018","67,2400","EUR","444,6400M","EUR"
"09 oct. 2018","68,4400","EUR","452,7060M","EUR"
"08 oct. 2018","68,3600","EUR","452,1370M","EUR"
"05 oct. 2018","69,2300","EUR","457,9055M","EUR"
"04 oct. 2018","69,9400","EUR","462,5554M","EUR"
"03 oct. 2018","70,5600","EUR","466,6897M","EUR"
"02 oct. 2018","70,2900","EUR","464,8632M","EUR"
"01 oct. 2018","70,9000","EUR","468,8474M","EUR"
"28 sept. 2018","70,4300","EUR","465,6735M","EUR"
"27 sept. 2018","71,2900","EUR","471,1352M","EUR"
"26 sept. 2018","71,0600","EUR","469,6189M","EUR"
"25 sept. 2018","70,9300","EUR","468,7553M","EUR"
"24 sept. 2018","70,4900","EUR","465,9041M","EUR"
"21 sept. 2018","70,8900","EUR","468,5451M","EUR"
"20 sept. 2018","70,4300","EUR","465,4717M","EUR"
"19 sept. 2018","70,0000","EUR","462,7755M","EUR"
"18 sept. 2018","69,5600","EUR","459,8783M","EUR"
"17 sept. 2018","69,3600","EUR","458,5594M","EUR"
"14 sept. 2018","69,5700","EUR","459,9434M","EUR"
"13 sept. 2018","69,2700","EUR","457,9701M","EUR"
"12 sept. 2018","69,0500","EUR","456,6120M","EUR"
"11 sept. 2018","68,6400","EUR","453,8842M","EUR"
"10 sept. 2018","68,5300","EUR","453,2071M","EUR"
"07 sept. 2018","68,2300","EUR","451,1724M","EUR"
"06 sept. 2018","68,2900","EUR","451,4828M","EUR"
"05 sept. 2018","68,7600","EUR","454,7879M","EUR"
"04 sept. 2018","69,7200","EUR","461,1119M","EUR"
"03 sept. 2018","70,3600","EUR","467,0977M","EUR"
"31 août 2018","70,5100","EUR","468,0523M","EUR"
"30 août 2018","71,1900","EUR","472,4355M","EUR"
"29 août 2018","71,4200","EUR","473,9856M","EUR"
"28 août 2018","71,3600","EUR","473,5611M","EUR"
"27 août 2018","71,4300","EUR","474,0591M","EUR"
"24 août 2018","71,0100","EUR","471,2742M","EUR"
"23 août 2018","70,9500","EUR","470,1780M","EUR"
"22 août 2018","70,9500","EUR","470,3465M","EUR"
"21 août 2018","70,9400","EUR","470,2806M","EUR"
"20 août 2018","70,8200","EUR","469,5625M","EUR"
"17 août 2018","70,3600","EUR","466,5658M","EUR"
"16 août 2018","70,4400","EUR","467,1443M","EUR"
"14 août 2018","70,8200","EUR","469,6310M","EUR"
"13 août 2018","70,7800","EUR","469,3853M","EUR"
"10 août 2018","70,8500","EUR","470,6187M","EUR"
"09 août 2018","71,9100","EUR","477,5465M","EUR"
"08 août 2018","71,7700","EUR","476,7825M","EUR"
"07 août 2018","71,8600","EUR","477,4324M","EUR"
"06 août 2018","71,5300","EUR","475,2937M","EUR"
"03 août 2018","71,7900","EUR","477,0223M","EUR"
"02 août 2018","71,5000","EUR","475,0446M","EUR"
"01 août 2018","72,1400","EUR","477,3805M","EUR"
"31 juil. 2018","72,3900","EUR","478,9376M","EUR"
"30 juil. 2018","72,3200","EUR","478,4435M","EUR"
"27 juil. 2018","72,8300","EUR","481,8170M","EUR"
"26 juil. 2018","72,5300","EUR","479,7603M","EUR"
"25 juil. 2018","72,2800","EUR","478,1816M","EUR"
"24 juil. 2018","72,2200","EUR","477,7940M","EUR"
"23 juil. 2018","71,6500","EUR","474,1242M","EUR"
"20 juil. 2018","71,8500","EUR","475,4387M","EUR"
"19 juil. 2018","71,9800","EUR","476,6632M","EUR"
"18 juil. 2018","72,0400","EUR","477,1772M","EUR"
"17 juil. 2018","71,5600","EUR","473,9345M","EUR"
"16 juil. 2018","71,4000","EUR","472,8954M","EUR"
"13 juil. 2018","71,5700","EUR","474,2259M","EUR"
"12 juil. 2018","71,3100","EUR","472,5144M","EUR"
"11 juil. 2018","70,6200","EUR","468,0221M","EUR"
"10 juil. 2018","71,7000","EUR","475,2407M","EUR"
"09 juil. 2018","71,4300","EUR","473,4589M","EUR"
"06 juil. 2018","70,9300","EUR","470,1780M","EUR"
"05 juil. 2018","70,7600","EUR","468,9308M","EUR"
"04 juil. 2018","70,4700","EUR","467,0442M","EUR"
"03 juil. 2018","70,6300","EUR","468,0255M","EUR"
"02 juil. 2018","70,1500","EUR","468,6637M","EUR"
"29 juin 2018","70,6500","EUR","471,9321M","EUR"
"28 juin 2018","70,1500","EUR","468,6713M","EUR"
"27 juin 2018","70,6100","EUR","471,6518M","EUR"
"26 juin 2018","69,8400","EUR","466,5710M","EUR"
"25 juin 2018","69,8500","EUR","466,5900M","EUR"
"22 juin 2018","71,5000","EUR","477,6529M","EUR"
"21 juin 2018","70,8600","EUR","473,5290M","EUR"
"20 juin 2018","71,3100","EUR","476,9123M","EUR"
"19 juin 2018","71,4900","EUR","478,1308M","EUR"
"18 juin 2018","72,0200","EUR","481,6938M","EUR"
"15 juin 2018","72,6200","EUR","485,6903M","EUR"
"14 juin 2018","73,0600","EUR","488,7259M","EUR"
"13 juin 2018","72,2900","EUR","484,7115M","EUR"
"12 juin 2018","71,9400","EUR","482,3969M","EUR"
"11 juin 2018","72,1100","EUR","483,5675M","EUR"
"08 juin 2018","71,6600","EUR","480,5744M","EUR"
"07 juin 2018","71,8200","EUR","481,6447M","EUR"
"06 juin 2018","71,9900","EUR","482,8708M","EUR"
"05 juin 2018","72,0100","EUR","482,9107M","EUR"
"04 juin 2018","71,9600","EUR","482,6470M","EUR"
"01 juin 2018","71,5900","EUR","480,1325M","EUR"
"31 mai 2018","70,9800","EUR","476,2341M","EUR"
"30 mai 2018","71,3300","EUR","478,7874M","EUR"
"29 mai 2018","71,1700","EUR","477,9302M","EUR"
"28 mai 2018","72,2100","EUR","484,9322M","EUR"
"25 mai 2018","72,2800","EUR","485,3521M","EUR"
"24 mai 2018","72,1900","EUR","484,6859M","EUR"
"23 mai 2018","72,3500","EUR","485,7983M","EUR"
"22 mai 2018","73,0300","EUR","490,3580M","EUR"
"18 mai 2018","72,6200","EUR","487,6270M","EUR"
"17 mai 2018","72,9200","EUR","489,6168M","EUR"
"16 mai 2018","72,3100","EUR","485,1293M","EUR"
"15 mai 2018","72,0300","EUR","482,7901M","EUR"
"14 mai 2018","72,3100","EUR","484,7194M","EUR"
"11 mai 2018","72,2200","EUR","484,1466M","EUR"
"09 mai 2018","72,1400","EUR","483,7147M","EUR"
"08 mai 2018","71,6200","EUR","480,2465M","EUR"
"07 mai 2018","71,9400","EUR","482,1542M","EUR"
"04 mai 2018","71,4000","EUR","478,4701M","EUR"
"03 mai 2018","70,8900","EUR","475,0946M","EUR"
"02 mai 2018","71,1400","EUR","472,4738M","EUR"
"30 avr. 2018","70,6700","EUR","469,3166M","EUR"
"27 avr. 2018","70,5200","EUR","468,2542M","EUR"
"26 avr. 2018","70,2700","EUR","466,4968M","EUR"
"25 avr. 2018","69,6800","EUR","462,8362M","EUR"
"24 avr. 2018","70,1400","EUR","465,9682M","EUR"
"23 avr. 2018","69,9700","EUR","464,8471M","EUR"
"20 avr. 2018","69,7000","EUR","463,3901M","EUR"
"19 avr. 2018","69,8500","EUR","464,5137M","EUR"
"18 avr. 2018","69,9700","EUR","465,2401M","EUR"
"17 avr. 2018","69,7300","EUR","463,7156M","EUR"
"16 avr. 2018","69,0400","EUR","459,1637M","EUR"
"13 avr. 2018","69,0800","EUR","459,4379M","EUR"
"12 avr. 2018","69,1000","EUR","459,5469M","EUR"
"11 avr. 2018","68,4700","EUR","455,5163M","EUR"
"10 avr. 2018","68,8400","EUR","458,0265M","EUR"
"09 avr. 2018","68,2400","EUR","454,0174M","EUR"
"06 avr. 2018","68,1700","EUR","453,5465M","EUR"
"05 avr. 2018","68,4700","EUR","455,4714M","EUR"
"04 avr. 2018","66,5200","EUR","442,6897M","EUR"
"03 avr. 2018","66,8500","EUR","444,7804M","EUR"
"29 mars 2018","67,2200","EUR","447,2509M","EUR"
"28 mars 2018","67,0000","EUR","445,8191M","EUR"
"27 mars 2018","66,7700","EUR","444,3679M","EUR"
"26 mars 2018","65,8000","EUR","437,8664M","EUR"
"23 mars 2018","66,2500","EUR","440,9681M","EUR"
"22 mars 2018","67,0600","EUR","446,3635M","EUR"
"21 mars 2018","68,1200","EUR","453,4905M","EUR"
"20 mars 2018","68,1000","EUR","453,4124M","EUR"
"19 mars 2018","67,6500","EUR","450,4905M","EUR"
"16 mars 2018","68,2900","EUR","454,7301M","EUR"
"15 mars 2018","68,2500","EUR","454,4752M","EUR"
"14 mars 2018","67,7900","EUR","451,4689M","EUR"
"13 mars 2018","67,9000","EUR","452,1606M","EUR"
"12 mars 2018","68,9400","EUR","459,1219M","EUR"
"09 mars 2018","68,6300","EUR","457,0661M","EUR"
"08 mars 2018","68,3700","EUR","456,0399M","EUR"
"07 mars 2018","67,5100","EUR","450,6689M","EUR"
"06 mars 2018","67,2500","EUR","448,9844M","EUR"
"05 mars 2018","66,9000","EUR","446,6347M","EUR"
"02 mars 2018","66,3300","EUR","442,8444M","EUR"
"01 mars 2018","67,6400","EUR","451,4702M","EUR"
"28 févr. 2018","68,5500","EUR","457,6610M","EUR"
"27 févr. 2018","68,7300","EUR","458,9022M","EUR"
"26 févr. 2018","68,6500","EUR","458,4419M","EUR"
"23 févr. 2018","68,2800","EUR","455,9711M","EUR"
"22 févr. 2018","68,4500","EUR","457,1618M","EUR"
"21 févr. 2018","68,6300","EUR","458,5823M","EUR"
"20 févr. 2018","68,5000","EUR","457,6934M","EUR"
"19 févr. 2018","68,0000","EUR","454,4072M","EUR"
"16 févr. 2018","68,6200","EUR","458,5529M","EUR"
"15 févr. 2018","67,9200","EUR","453,8265M","EUR"
"14 févr. 2018","67,4000","EUR","450,7034M","EUR"
"13 févr. 2018","66,6700","EUR","445,9196M","EUR"
"12 févr. 2018","67,1500","EUR","449,0888M","EUR"
"09 févr. 2018","66,2800","EUR","443,2434M","EUR"
"08 févr. 2018","67,2500","EUR","449,8179M","EUR"
"07 févr. 2018","68,6000","EUR","459,0991M","EUR"
"06 févr. 2018","67,2900","EUR","450,5102M","EUR"
"05 févr. 2018","68,9100","EUR","461,3982M","EUR"
"02 févr. 2018","69,8900","EUR","468,2111M","EUR"
"01 févr. 2018","70,7900","EUR","474,2652M","EUR"
"31 janv. 2018","71,2000","EUR","477,2008M","EUR"
"30 janv. 2018","71,3100","EUR","478,1136M","EUR"
"29 janv. 2018","72,0600","EUR","483,0552M","EUR"
"26 janv. 2018","72,1200","EUR","483,5913M","EUR"
"25 janv. 2018","71,6200","EUR","480,3322M","EUR"
"24 janv. 2018","71,8500","EUR","481,9421M","EUR"
"23 janv. 2018","72,4300","EUR","485,8958M","EUR"
"22 janv. 2018","72,2800","EUR","484,9928M","EUR"
"19 janv. 2018","72,0800","EUR","483,7055M","EUR"
"18 janv. 2018","71,6500","EUR","480,8094M","EUR"
"17 janv. 2018","71,3500","EUR","478,9796M","EUR"
"16 janv. 2018","71,2700","EUR","478,6169M","EUR"
"15 janv. 2018","71,3200","EUR","479,0273M","EUR"
"12 janv. 2018","71,4000","EUR","479,4682M","EUR"
"11 janv. 2018","71,1800","EUR","477,4454M","EUR"
"10 janv. 2018","71,4600","EUR","479,6452M","EUR"
"09 janv. 2018","71,7600","EUR","481,7452M","EUR"
"08 janv. 2018","71,2800","EUR","478,5667M","EUR"
"05 janv. 2018","71,2000","EUR","478,0909M","EUR"
"04 janv. 2018","70,5300","EUR","473,2127M","EUR"
"03 janv. 2018","69,6500","EUR","467,3800M","EUR"
"02 janv. 2018","69,1700","EUR","464,8408M","EUR"
"29 déc. 2017","69,4100","EUR","463,1959M","EUR"
"28 déc. 2017","69,5000","EUR","467,6526M","EUR"
"27 déc. 2017","69,7300","EUR","469,4845M","EUR"
"22 déc. 2017","69,7800","EUR","470,0192M","EUR"
"21 déc. 2017","69,9600","EUR","471,3360M","EUR"
"20 déc. 2017","69,5200","EUR","468,9931M","EUR"
"19 déc. 2017","70,1100","EUR","472,9721M","EUR"
"18 déc. 2017","70,2900","EUR","474,2084M","EUR"
"15 déc. 2017","69,2000","EUR","467,4715M","EUR"
"14 déc. 2017","69,3900","EUR","468,7179M","EUR"
"13 déc. 2017","69,6000","EUR","470,3531M","EUR"
"12 déc. 2017","69,8300","EUR","471,9474M","EUR"
"11 déc. 2017","69,5700","EUR","470,2079M","EUR"
"08 déc. 2017","69,7000","EUR","471,0924M","EUR"
"07 déc. 2017","69,1100","EUR","467,1080M","EUR"
"06 déc. 2017","68,8300","EUR","465,4289M","EUR"
"05 déc. 2017","69,0100","EUR","466,6810M","EUR"
"04 déc. 2017","69,0900","EUR","467,1992M","EUR"
"01 déc. 2017","68,3700","EUR","462,2929M","EUR"
"30 nov. 2017","69,0000","EUR","466,4252M","EUR"
"29 nov. 2017","69,3600","EUR","468,8566M","EUR"
"28 nov. 2017","69,4100","EUR","469,2285M","EUR"
"27 nov. 2017","69,1100","EUR","467,2094M","EUR"
"24 nov. 2017","69,3800","EUR","469,0517M","EUR"
"23 nov. 2017","69,4100","EUR","469,1405M","EUR"
"22 nov. 2017","69,3800","EUR","469,1978M","EUR"
"21 nov. 2017","69,6300","EUR","470,8627M","EUR"
"20 nov. 2017","69,4400","EUR","469,6254M","EUR"
"17 nov. 2017","69,0400","EUR","467,6789M","EUR"
"16 nov. 2017","69,3800","EUR","469,9346M","EUR"
"15 nov. 2017","68,8000","EUR","466,1841M","EUR"
"14 nov. 2017","69,1500","EUR","468,6127M","EUR"
"13 nov. 2017","69,4200","EUR","470,4715M","EUR"
"10 nov. 2017","69,8400","EUR","473,3125M","EUR"
"09 nov. 2017","70,1400","EUR","475,3335M","EUR"
"08 nov. 2017","70,8100","EUR","479,8999M","EUR"
"07 nov. 2017","70,8900","EUR","480,5222M","EUR"
"06 nov. 2017","71,2600","EUR","483,0546M","EUR"
"03 nov. 2017","71,3600","EUR","483,6848M","EUR"
"02 nov. 2017","71,0200","EUR","481,4972M","EUR"
"31 oct. 2017","71,3000","EUR","483,4620M","EUR"
"30 oct. 2017","71,0500","EUR","481,6844M","EUR"
"27 oct. 2017","70,9600","EUR","481,0802M","EUR"
"26 oct. 2017","70,6100","EUR","478,6328M","EUR"
"25 oct. 2017","69,9000","EUR","473,7877M","EUR"
"24 oct. 2017","70,2400","EUR","476,2356M","EUR"
"23 oct. 2017","70,5000","EUR","478,0626M","EUR"
"20 oct. 2017","70,3500","EUR","477,0635M","EUR"
"19 oct. 2017","70,0700","EUR","475,2218M","EUR"
"18 oct. 2017","70,3700","EUR","477,3200M","EUR"
"17 oct. 2017","70,1800","EUR","476,5646M","EUR"
"16 oct. 2017","70,3500","EUR","477,7161M","EUR"
"13 oct. 2017","70,4100","EUR","478,1279M","EUR"
"12 oct. 2017","70,2000","EUR","476,7710M","EUR"
"11 oct. 2017","70,2600","EUR","477,3872M","EUR"
"10 oct. 2017","70,2100","EUR","477,1800M","EUR"
"09 oct. 2017","70,2400","EUR","477,4150M","EUR"
"06 oct. 2017","70,1700","EUR","476,9905M","EUR"
"05 oct. 2017","70,4800","EUR","479,0824M","EUR"
"04 oct. 2017","70,5000","EUR","479,2319M","EUR"
"03 oct. 2017","70,5600","EUR","479,6417M","EUR"
"02 oct. 2017","70,4900","EUR","479,0393M","EUR"
"29 sept. 2017","70,1400","EUR","476,7405M","EUR"
"28 sept. 2017","69,8400","EUR","474,6334M","EUR"
"27 sept. 2017","69,5300","EUR","472,5672M","EUR"
"26 sept. 2017","69,2100","EUR","470,3847M","EUR"
"25 sept. 2017","69,2000","EUR","470,3788M","EUR"
"22 sept. 2017","69,1800","EUR","470,3141M","EUR"
"21 sept. 2017","69,1400","EUR","470,0630M","EUR"
"20 sept. 2017","68,9700","EUR","469,0937M","EUR"
"19 sept. 2017","69,0800","EUR","470,0193M","EUR"
"18 sept. 2017","68,9900","EUR","469,4475M","EUR"
"15 sept. 2017","68,7500","EUR","467,7188M","EUR"
"14 sept. 2017","68,8500","EUR","470,7924M","EUR"
"13 sept. 2017","68,7700","EUR","470,4840M","EUR"
"12 sept. 2017","68,6300","EUR","469,5571M","EUR"
"11 sept. 2017","68,1800","EUR","466,4804M","EUR"
"08 sept. 2017","67,4500","EUR","461,5224M","EUR"
"07 sept. 2017","67,4800","EUR","461,6794M","EUR"
"06 sept. 2017","67,2800","EUR","460,5590M","EUR"
"05 sept. 2017","67,2600","EUR","460,1738M","EUR"
"04 sept. 2017","67,4100","EUR","461,2117M","EUR"
"01 sept. 2017","67,7200","EUR","463,2102M","EUR"
"31 août 2017","67,2600","EUR","460,0036M","EUR"
"30 août 2017","66,8500","EUR","457,2239M","EUR"
"29 août 2017","66,3700","EUR","453,9907M","EUR"
"28 août 2017","67,1600","EUR","459,3820M","EUR"
"25 août 2017","67,5200","EUR","461,8151M","EUR"
"24 août 2017","67,6800","EUR","462,8603M","EUR"
"23 août 2017","67,6400","EUR","462,6906M","EUR"
"22 août 2017","68,0800","EUR","465,7016M","EUR"
"21 août 2017","67,4600","EUR","461,4863M","EUR"
"18 août 2017","67,9100","EUR","464,6336M","EUR"
"17 août 2017","68,4000","EUR","468,0318M","EUR"
"16 août 2017","68,7900","EUR","471,0706M","EUR"
"14 août 2017","68,2100","EUR","467,0859M","EUR"
"11 août 2017","67,4400","EUR","462,4376M","EUR"
"10 août 2017","68,2200","EUR","467,7434M","EUR"
"09 août 2017","68,8200","EUR","472,3200M","EUR"
"08 août 2017","69,6400","EUR","478,0028M","EUR"
"07 août 2017","69,4100","EUR","476,5259M","EUR"
"04 août 2017","69,2800","EUR","475,8139M","EUR"
"03 août 2017","68,5700","EUR","470,9326M","EUR"
"02 août 2017","68,4900","EUR","470,3840M","EUR"
"01 août 2017","68,8500","EUR","472,8492M","EUR"
"31 juil. 2017","68,4100","EUR","469,7649M","EUR"
"28 juil. 2017","68,4800","EUR","470,3056M","EUR"
"27 juil. 2017","69,2300","EUR","475,4337M","EUR"
"26 juil. 2017","69,0100","EUR","474,1140M","EUR"
"25 juil. 2017","68,7000","EUR","472,0781M","EUR"
"24 juil. 2017","68,3300","EUR","469,5533M","EUR"
"21 juil. 2017","68,2800","EUR","469,2217M","EUR"
"20 juil. 2017","69,0200","EUR","474,3366M","EUR"
"19 juil. 2017","69,2900","EUR","476,1741M","EUR"
"18 juil. 2017","68,7000","EUR","472,2640M","EUR"
"17 juil. 2017","69,4900","EUR","477,6954M","EUR"
"14 juil. 2017","69,5800","EUR","478,2774M","EUR"
"13 juil. 2017","69,5600","EUR","478,1052M","EUR"
"12 juil. 2017","69,3200","EUR","476,7456M","EUR"
"11 juil. 2017","68,3000","EUR","469,9746M","EUR"
"10 juil. 2017","68,6300","EUR","472,3039M","EUR"
"07 juil. 2017","68,3400","EUR","470,2935M","EUR"
"06 juil. 2017","68,3800","EUR","470,5255M","EUR"
"05 juil. 2017","68,8400","EUR","473,8050M","EUR"
"04 juil. 2017","68,6800","EUR","472,7492M","EUR"
"03 juil. 2017","68,8200","EUR","473,7413M","EUR"
"30 juin 2017","68,0500","EUR","468,4769M","EUR"
"29 juin 2017","68,4700","EUR","471,3372M","EUR"
"28 juin 2017","69,3900","EUR","477,0952M","EUR"
"27 juin 2017","69,4500","EUR","477,5503M","EUR"
"26 juin 2017","69,8400","EUR","480,2100M","EUR"
"22 juin 2017","69,7000","EUR","479,2442M","EUR"
"21 juin 2017","69,7900","EUR","480,0324M","EUR"
"20 juin 2017","69,8700","EUR","480,5851M","EUR"
"19 juin 2017","70,4300","EUR","483,3671M","EUR"
"16 juin 2017","69,8200","EUR","479,3133M","EUR"
"15 juin 2017","69,4900","EUR","476,9771M","EUR"
"14 juin 2017","69,7500","EUR","478,9795M","EUR"
"13 juin 2017","69,8800","EUR","479,9374M","EUR"
"12 juin 2017","69,6800","EUR","478,5490M","EUR"
"09 juin 2017","70,3500","EUR","483,1729M","EUR"
"08 juin 2017","70,0100","EUR","480,7166M","EUR"
"07 juin 2017","70,0200","EUR","481,1269M","EUR"
"06 juin 2017","70,0800","EUR","481,5566M","EUR"
"02 juin 2017","70,9100","EUR","487,2879M","EUR"
"01 juin 2017","70,7500","EUR","486,0951M","EUR"
"31 mai 2017","70,3700","EUR","483,5222M","EUR"
"30 mai 2017","70,5500","EUR","484,7802M","EUR"
"29 mai 2017","70,7800","EUR","486,3316M","EUR"
"26 mai 2017","70,8200","EUR","486,6510M","EUR"
"24 mai 2017","71,0700","EUR","488,5892M","EUR"
"23 mai 2017","70,8500","EUR","487,1023M","EUR"
"22 mai 2017","70,7200","EUR","486,2403M","EUR"
"19 mai 2017","70,7900","EUR","486,8142M","EUR"
"18 mai 2017","70,4100","EUR","484,1609M","EUR"
"17 mai 2017","70,7100","EUR","486,6410M","EUR"
"16 mai 2017","71,6100","EUR","492,9279M","EUR"
"15 mai 2017","71,5600","EUR","492,5644M","EUR"
"12 mai 2017","71,5600","EUR","493,2038M","EUR"
"11 mai 2017","71,1000","EUR","490,0194M","EUR"
"10 mai 2017","71,3300","EUR","491,7091M","EUR"
"09 mai 2017","71,3500","EUR","489,3729M","EUR"
"08 mai 2017","71,0600","EUR","487,4409M","EUR"
"05 mai 2017","71,3900","EUR","489,7032M","EUR"
"04 mai 2017","70,7600","EUR","485,3409M","EUR"
"03 mai 2017","70,1100","EUR","480,9580M","EUR"
"02 mai 2017","70,0200","EUR","480,4146M","EUR"
"28 avr. 2017","69,5500","EUR","477,1826M","EUR"
"27 avr. 2017","69,6400","EUR","477,8567M","EUR"
"26 avr. 2017","69,8800","EUR","479,5411M","EUR"
"25 avr. 2017","69,7000","EUR","478,3491M","EUR"
"24 avr. 2017","69,4700","EUR","476,7697M","EUR"
"21 avr. 2017","67,4600","EUR","462,9531M","EUR"
"20 avr. 2017","67,2800","EUR","461,7751M","EUR"
"19 avr. 2017","66,9700","EUR","459,8905M","EUR"
"18 avr. 2017","66,7900","EUR","458,7841M","EUR"
"13 avr. 2017","67,6100","EUR","464,3031M","EUR"
"12 avr. 2017","67,8500","EUR","465,9293M","EUR"
"11 avr. 2017","67,9600","EUR","466,6623M","EUR"
"10 avr. 2017","68,1000","EUR","467,7614M","EUR"
"07 avr. 2017","68,1800","EUR","468,2963M","EUR"
"06 avr. 2017","68,0500","EUR","467,4236M","EUR"
"05 avr. 2017","67,9100","EUR","466,7119M","EUR"
"04 avr. 2017","68,0000","EUR","467,3222M","EUR"
"03 avr. 2017","67,8200","EUR","465,9787M","EUR"
"31 mars 2017","68,1400","EUR","468,1362M","EUR"
"30 mars 2017","68,0000","EUR","466,7316M","EUR"
"29 mars 2017","67,6900","EUR","464,6573M","EUR"
"28 mars 2017","67,6100","EUR","465,9481M","EUR"
"27 mars 2017","67,1400","EUR","462,7031M","EUR"
"24 mars 2017","67,3600","EUR","464,8460M","EUR"
"23 mars 2017","67,5200","EUR","465,9077M","EUR"
"22 mars 2017","66,9000","EUR","461,9934M","EUR"
"21 mars 2017","67,2300","EUR","464,2944M","EUR"
"20 mars 2017","67,4700","EUR","465,9849M","EUR"
"17 mars 2017","67,6000","EUR","466,9497M","EUR"
"16 mars 2017","67,3400","EUR","464,8303M","EUR"
"15 mars 2017","66,9400","EUR","462,1896M","EUR"
"14 mars 2017","66,7200","EUR","460,7479M","EUR"
"13 mars 2017","66,9700","EUR","462,5181M","EUR"
"10 mars 2017","66,8800","EUR","461,8732M","EUR"
"09 mars 2017","66,7100","EUR","460,4103M","EUR"
